Container_ID,Tenant_ID,Requested_CPU_Cores,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU_Cores,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_%,SLA_Violation_Rate_%,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal_Scheduling
1867,24,14,27562,871,821,3772648,8500398,4727750,114,38,458,2.6,8480,288.16,198,0.4,2951,7,0.48,482.33,52.24,4.36,94.59,16385,0
1868,12,4,2013,238,2502,779647,9200630,8420983,20,38,315,18.2,22809,146.86,325,0.47,325,8,0.86,447.87,99.81,33.52,17.5,26318,0
1869,18,3,9562,983,4112,127108,6999314,6872206,92,18,263,27.93,15705,393.75,273,0.71,4917,3,0.28,421.0,17.05,1.9,41.19,9337,0
1870,15,7,16720,913,4233,820417,7298693,6478276,68,45,351,12.52,33371,901.59,277,0.67,3584,8,0.52,390.07,64.75,9.53,368.5,40348,0
1871,44,3,4086,13,4076,144049,7570443,7426394,135,29,500,3.81,23732,379.54,349,0.99,2917,19,0.61,266.01,95.9,20.78,163.45,39071,0
1872,16,2,4241,731,4372,2531852,8572686,6040834,66,53,100,4.55,33107,164.01,318,0.23,3389,13,0.68,175.95,82.43,1.58,385.39,37674,1
1873,27,10,11669,257,4319,2233547,5176750,2943203,73,10,258,8.81,24671,896.6,415,0.15,4357,17,0.64,392.34,32.85,34.32,485.23,20972,0
1874,8,8,24636,514,256,3230510,9056962,5826452,151,63,221,14.32,37981,357.78,131,0.73,1674,4,0.52,109.6,49.12,38.83,149.46,36056,0
1875,46,4,20087,210,1628,2396308,8271205,5874897,36,56,442,35.58,13446,783.36,294,0.7,3214,2,0.23,222.05,16.88,46.74,122.47,32038,0
1876,25,8,26684,484,1837,4443900,9131419,4687519,140,35,288,24.26,335,309.46,444,0.14,77,5,0.79,421.84,97.87,36.47,207.43,49962,0
1877,17,1,7988,365,3455,548376,5654066,5105690,151,39,453,2.61,15371,875.66,92,0.82,1409,10,0.93,179.98,68.57,39.23,41.82,4372,0
1878,29,15,18457,225,430,1187766,7112115,5924349,139,11,286,8.6,26813,127.77,476,0.34,742,5,0.68,360.09,52.83,49.55,367.54,33349,0
1879,8,5,15474,996,2774,892278,7758750,6866472,129,47,63,19.03,16634,290.53,193,0.47,1355,9,0.34,224.15,13.25,21.03,116.7,15631,0
1880,15,13,3034,194,1381,4666598,7057940,2391342,39,45,494,21.57,5707,741.1,332,0.69,4440,8,1.0,70.61,69.57,32.05,334.58,26030,0
1881,27,9,27687,196,4248,2861324,7747637,4886313,93,18,61,4.09,11632,424.79,144,0.61,398,3,0.23,232.83,24.37,41.46,222.26,22984,0
1882,46,1,2903,400,2198,4889535,7286252,2396717,70,8,192,6.93,29843,573.07,345,0.67,3524,13,1.0,0.61,17.41,33.25,244.08,22601,0
1883,7,11,19571,772,2622,2949649,6489692,3540043,159,54,435,13.85,14997,313.17,338,0.11,3048,15,0.51,383.1,12.23,25.14,447.11,14793,0
1884,3,13,19079,57,2090,2088108,6895502,4807394,137,23,285,42.0,18995,393.19,136,0.29,4744,1,0.53,108.33,93.37,9.76,173.1,39522,1
1885,29,4,25364,969,4334,249875,5704148,5454273,184,41,243,11.25,9424,626.15,326,0.81,1699,10,0.58,185.93,71.23,20.34,41.74,4654,0
1886,44,6,31196,625,2745,1138269,5827760,4689491,18,52,490,12.11,6321,802.81,435,0.93,3479,16,0.13,174.98,38.31,5.37,246.31,46656,0
1887,24,10,12586,213,839,3204253,9118806,5914553,127,39,402,25.23,2123,897.37,434,0.41,498,10,0.7,248.34,15.97,30.21,392.55,46467,0
1888,3,8,12308,279,3068,4284863,6110366,1825503,59,51,371,44.68,17047,390.89,457,0.96,4572,11,0.47,372.79,86.51,45.51,309.92,4045,0
1889,20,14,24962,756,859,4619934,8929313,4309379,67,53,269,26.88,8645,648.88,402,0.93,2515,6,0.31,327.78,74.8,36.16,268.98,8984,0
1890,46,3,2590,380,2790,4359144,7326427,2967283,109,40,261,4.89,24535,523.07,222,0.85,1981,16,0.75,322.35,66.86,35.71,465.39,8325,0
1891,15,5,21238,117,1163,3849224,5727485,1878261,131,18,405,10.14,24512,673.51,84,0.75,1587,17,0.72,479.52,77.59,42.8,345.68,34361,0
1892,25,7,29594,898,4950,779808,6161538,5381730,30,43,397,42.93,35135,640.78,210,0.53,3802,8,0.04,37.31,95.86,43.88,175.46,6710,0
1893,30,1,12781,451,3839,1966096,5251976,3285880,192,20,490,43.96,15024,639.22,229,0.21,731,11,0.27,79.63,21.67,33.7,416.02,22421,0
1894,14,15,14874,599,2692,2462473,5406021,2943548,198,27,37,39.98,26534,464.46,285,0.25,3589,9,0.24,28.27,43.47,2.82,202.96,26522,0
1895,7,7,29256,410,3089,4441060,5984384,1543324,91,32,37,27.55,26826,328.86,203,0.16,4095,19,0.34,143.16,14.23,9.33,390.11,17444,0
1896,17,13,18016,893,412,1170311,6396757,5226446,2,13,435,22.52,10697,450.18,466,0.85,4489,14,0.42,79.24,33.06,34.32,101.7,40833,0
1897,44,12,13472,367,2985,105100,8399858,8294758,20,44,239,14.14,13058,845.23,289,0.01,2402,8,0.84,170.2,35.61,29.65,211.09,27601,0
1898,20,11,30553,775,1612,1906036,6993411,5087375,97,33,362,27.84,17382,375.71,259,0.27,3976,1,0.7,284.83,86.28,35.5,35.23,46633,0
1899,36,8,11227,996,4732,2871780,8220588,5348808,29,11,214,34.46,2984,868.37,372,0.61,4088,2,0.88,69.79,64.82,33.57,135.88,5166,0
1900,9,8,22315,812,990,2764131,5902599,3138468,9,52,246,30.36,23846,207.94,348,0.99,4024,18,0.68,62.04,19.58,35.77,334.96,5325,0
1901,38,9,3882,929,2304,1887128,6275446,4388318,4,33,449,12.05,19890,576.05,389,0.3,2934,14,0.12,307.36,49.57,17.33,204.57,30131,0
1902,48,6,29470,113,2394,3755384,6717161,2961777,40,25,347,45.25,10053,153.67,464,0.21,3242,12,0.45,122.5,52.99,48.45,155.56,33057,0
1903,22,12,2420,960,3362,2630566,5707578,3077012,183,20,351,20.13,20222,470.34,59,0.08,2792,13,0.65,135.7,35.4,37.19,315.35,34634,0
1904,2,6,20416,164,4138,2634815,9173756,6538941,141,15,245,44.36,29360,972.01,260,0.28,685,6,0.47,145.72,93.83,31.7,39.64,41840,0
1905,24,2,4819,4,808,3648393,9706834,6058441,134,58,212,20.47,21573,645.0,146,0.83,3535,13,0.12,119.16,62.99,0.7,268.29,39114,0
1906,8,3,32331,630,2605,816969,7025835,6208866,73,54,249,2.88,11509,66.93,155,0.13,757,16,0.05,298.81,40.95,30.06,354.03,46268,0
1907,11,4,21392,23,1376,4714179,8230120,3515941,26,40,384,37.16,26733,831.4,146,0.15,183,19,0.35,68.61,97.98,41.75,246.28,35735,0
1908,13,4,21646,921,2948,4464190,9719550,5255360,103,50,306,46.09,32515,525.52,194,0.14,3133,15,0.82,138.65,76.39,27.35,430.8,19767,0
1909,17,8,11809,745,1272,1318496,5093399,3774903,41,23,280,13.48,551,687.97,134,0.12,1153,5,0.77,490.99,89.34,34.34,436.29,8033,0
1910,8,14,17393,602,2786,4519842,8793967,4274125,42,49,172,27.58,32483,660.02,240,0.45,4992,19,0.93,195.27,79.98,5.17,458.27,30829,1
1911,21,1,23887,988,3258,2928538,9277712,6349174,128,46,42,40.57,20005,229.06,250,0.83,3747,19,0.56,258.58,48.5,40.39,130.88,39763,0
1912,18,10,4099,767,313,483646,7031537,6547891,61,38,456,16.73,35351,435.29,355,0.46,2086,6,0.44,141.63,17.55,1.17,34.74,33608,0
1913,30,14,30535,92,1703,4198104,7770829,3572725,62,47,239,15.02,5217,254.15,467,0.54,1291,4,0.79,370.62,57.31,32.99,406.92,29036,0
1914,18,4,12897,469,2326,2075456,5693855,3618399,196,30,217,21.14,5442,219.66,221,0.57,1819,2,0.5,266.07,38.58,21.95,279.35,32603,0
1915,46,11,2925,970,4505,342504,6468384,6125880,21,59,104,27.98,11676,579.19,267,0.39,4522,7,0.22,203.28,13.78,1.41,297.82,844,0
1916,47,12,20696,155,931,1178464,6922680,5744216,159,23,330,28.07,4881,243.45,422,0.34,4522,4,1.0,489.23,37.32,32.95,472.16,12270,0
1917,31,13,25550,819,430,194827,5580596,5385769,43,63,185,24.83,9122,241.37,193,0.63,689,11,0.06,14.39,93.56,21.79,91.72,17920,0
1918,38,11,23067,627,2188,4268544,8052398,3783854,149,17,452,41.2,24261,645.21,187,0.35,2926,17,0.92,100.34,20.96,40.47,365.79,12762,0
1919,32,11,11464,207,3819,3357601,6661874,3304273,107,43,309,8.49,20017,432.05,310,0.12,2939,5,0.19,467.87,56.66,25.63,98.24,17258,0
1920,11,4,3969,81,1176,2648333,9451291,6802958,157,38,360,5.17,24986,242.53,21,0.86,730,11,0.89,497.57,21.82,41.07,417.86,12214,0
1921,45,1,8976,615,4683,1714458,5953533,4239075,183,51,403,9.26,8353,414.44,227,0.59,2100,15,0.93,266.71,26.74,32.11,73.41,12773,0
1922,25,3,23865,483,549,3231337,7599063,4367726,58,39,378,35.5,5226,600.45,121,0.83,3533,12,0.78,453.49,50.52,17.52,316.0,37228,0
1923,33,5,1662,965,3509,594195,9040958,8446763,152,28,195,8.12,8054,618.82,264,0.48,4586,8,0.94,348.49,80.87,0.36,403.57,25488,1
1924,38,6,15049,592,1470,1990021,8136141,6146120,45,23,504,16.82,4470,903.15,67,0.64,632,18,0.69,476.7,99.82,40.98,120.57,43063,0
1925,41,9,7966,407,4697,3411908,8781365,5369457,80,63,315,44.1,12468,933.66,143,0.92,2904,17,0.35,202.71,19.12,16.91,377.56,14621,0
1926,8,9,15297,103,4749,4779041,6670177,1891136,137,36,38,7.87,27979,242.87,117,0.75,1213,9,0.92,305.52,26.1,8.8,455.98,6220,0
1927,11,9,22103,240,337,4090332,5326741,1236409,194,57,217,26.88,34352,515.81,81,0.35,2971,16,0.04,421.06,53.76,15.13,408.2,15387,0
1928,22,11,12093,265,2869,2484408,7757280,5272872,130,55,341,25.8,3576,473.32,245,0.33,2687,16,0.23,86.21,42.95,29.31,202.94,775,0
1929,24,1,530,33,2103,1764378,8257195,6492817,165,52,92,2.67,11982,778.92,382,0.27,2706,16,0.88,78.43,62.52,24.63,402.71,45570,0
1930,41,12,10320,35,2141,2213189,9461625,7248436,127,23,238,6.66,5988,233.02,348,0.48,196,3,0.66,208.76,65.02,24.75,329.7,49103,0
1931,17,9,20074,249,2851,4041156,6473553,2432397,165,22,340,47.57,7093,264.79,498,0.92,4855,3,0.82,65.91,39.18,19.68,22.12,7378,0
1932,12,13,16880,50,361,1883796,6211531,4327735,197,15,203,48.09,33147,200.29,189,0.02,4203,13,0.47,125.49,91.03,46.97,201.47,8657,0
1933,46,8,6089,280,4742,4502385,8807689,4305304,46,22,266,43.86,24353,745.66,484,0.76,2636,12,0.79,334.41,38.46,24.92,71.36,32789,0
1934,32,2,4593,984,3918,1958074,7695873,5737799,6,28,403,22.16,16426,266.1,307,0.35,2331,9,0.4,84.39,19.39,34.86,138.74,40883,0
1935,15,13,6966,754,243,1535825,7771585,6235760,48,28,146,30.05,11262,448.69,425,0.81,4246,11,0.25,338.02,38.9,32.13,357.82,6335,0
1936,16,11,25499,152,3132,1713729,7415557,5701828,127,14,493,41.38,21886,296.72,206,0.43,1102,10,0.74,207.58,42.52,8.85,187.92,36879,0
1937,22,1,9445,659,4886,4944615,9054135,4109520,112,59,38,34.13,13222,983.17,368,0.72,2616,12,0.21,495.32,53.32,2.78,179.37,35601,0
1938,28,1,3183,551,2738,1038931,5553986,4515055,136,26,52,44.86,30295,665.6,248,0.84,1825,3,0.26,423.78,81.99,41.16,329.6,36474,0
1939,20,12,11483,701,942,3438467,6516772,3078305,32,29,33,16.47,2776,321.35,145,0.47,3246,13,0.08,397.74,98.07,15.16,272.53,21616,0
1940,33,6,15482,537,1833,2747880,8613924,5866044,101,53,370,31.58,18227,160.22,118,0.73,4663,3,0.62,148.76,12.78,39.97,232.97,14589,0
1941,10,9,31729,756,3510,2802603,9254697,6452094,77,45,276,28.78,36368,466.77,423,0.07,3397,12,0.44,395.59,72.75,33.91,139.33,40968,0
1942,40,7,6899,735,4083,1865629,9723672,7858043,195,20,56,49.25,8988,222.09,20,0.3,2675,17,0.8,200.16,21.98,23.87,131.04,27519,0
1943,32,5,7345,230,3355,450882,9314327,8863445,68,33,363,44.03,9187,208.85,295,0.32,2935,17,0.0,286.43,94.84,5.16,443.37,49285,1
1944,33,11,19520,665,870,4112037,5153278,1041241,28,51,437,9.09,13796,330.3,198,0.48,2428,15,0.09,231.43,96.51,25.82,81.6,18863,0
1945,2,2,22395,923,1240,1061091,9617970,8556879,168,29,446,3.89,39055,968.06,454,0.65,270,18,0.68,385.65,44.71,24.39,114.23,22507,0
1946,33,1,1026,288,2205,2025373,8748133,6722760,144,14,394,22.87,970,429.84,77,0.47,3054,5,0.2,273.13,27.52,10.73,293.08,10729,0
1947,33,2,718,395,4405,234592,8792923,8558331,57,59,353,27.73,7462,249.84,163,0.84,512,6,0.46,313.69,22.94,35.73,488.72,26573,0
1948,41,1,1459,453,1486,2884648,7666009,4781361,55,42,87,39.7,18535,362.02,355,0.26,962,18,0.43,279.51,60.8,11.41,326.17,21421,0
1949,13,3,11145,620,2033,4484441,5356041,871600,83,10,155,8.83,4629,503.86,366,0.13,86,17,0.05,448.08,37.19,27.75,290.63,44134,0
1950,30,6,15892,33,2606,3947358,8232316,4284958,106,42,429,46.08,15592,118.25,155,0.37,4549,3,0.89,473.34,37.18,28.52,422.94,18340,0
1951,33,13,18724,915,2440,4728744,6236480,1507736,86,54,229,29.01,31552,339.74,288,0.24,1439,6,0.61,215.2,67.25,50.0,368.31,17436,0
1952,13,8,28686,363,3699,4132171,5529818,1397647,167,23,21,42.29,20375,186.04,98,0.59,4777,1,0.2,253.95,67.59,45.63,449.44,6287,0
1953,26,3,32598,111,543,2964685,5485772,2521087,76,52,460,41.99,36225,135.8,259,0.57,1435,14,0.05,86.95,95.82,29.97,442.54,27346,0
1954,22,10,7373,121,1266,815918,5723984,4908066,183,23,493,47.64,22289,913.54,416,0.74,938,12,0.03,156.05,30.02,38.0,203.45,37025,0
1955,39,9,6606,16,1667,1494933,9054939,7560006,158,9,471,33.28,16650,319.94,199,0.79,375,9,0.7,379.35,11.34,36.88,314.59,48369,0
1956,2,10,6857,739,1162,414031,6595992,6181961,104,45,134,39.41,21683,248.68,290,0.14,374,7,0.93,322.19,21.99,13.72,54.17,48901,0
1957,38,5,19063,523,3903,2535547,7494833,4959286,170,24,463,41.21,24964,715.33,149,0.34,4783,16,0.76,304.02,45.94,47.7,254.36,48965,0
1958,39,7,14472,715,1762,1274659,7333121,6058462,133,45,382,23.94,9170,104.58,157,0.08,382,4,0.43,231.88,67.69,27.17,352.09,28832,0
1959,26,8,24875,714,1693,4785615,9151839,4366224,101,31,383,22.18,9765,974.58,260,0.68,1046,7,0.98,202.73,76.27,21.56,449.41,26874,0
1960,46,3,22822,98,2988,2758701,8435205,5676504,173,29,492,47.38,3430,985.75,452,0.8,1238,2,0.12,117.19,10.77,43.75,231.41,15479,0
1961,15,2,7044,116,4342,2438298,8152250,5713952,192,57,494,4.28,259,776.65,359,0.96,2253,8,0.18,456.52,15.0,45.22,415.9,37006,0
1962,34,2,22552,965,3663,1508152,7536886,6028734,32,30,84,47.69,10481,987.68,129,0.96,3763,2,0.83,487.51,71.76,49.08,394.28,29944,0
1963,42,5,6455,471,3023,3355855,6671368,3315513,98,51,410,29.35,13833,293.31,159,0.63,4879,4,0.16,107.49,18.84,18.46,157.95,49658,0
1964,44,15,15081,439,710,4080977,5875626,1794649,12,26,461,15.44,16456,291.9,429,0.74,3831,17,0.15,206.18,38.03,37.9,340.75,47117,0
1965,49,1,10360,281,4680,4224422,9829016,5604594,107,51,392,28.3,30481,875.49,337,0.21,4568,17,0.55,86.51,10.1,21.73,423.53,39900,0
1966,40,15,9305,349,3074,2448638,9570407,7121769,66,63,416,32.25,18484,627.13,327,0.58,3620,7,0.82,355.0,15.31,17.99,151.37,40511,0
1967,11,2,5951,232,4876,2877317,6256054,3378737,52,29,92,6.43,20150,736.93,436,0.33,4670,12,0.39,332.06,79.91,25.73,80.01,21357,0
1968,3,13,25799,973,1774,769763,7678102,6908339,199,24,291,33.83,29168,63.12,369,0.11,1552,12,0.5,11.13,80.71,22.49,64.53,43780,0
1969,6,9,30165,111,4328,357017,9191262,8834245,32,9,366,45.23,21589,490.66,44,0.49,168,10,0.96,156.1,97.16,16.69,59.34,34011,0
1970,9,7,1715,352,1132,2313985,9045465,6731480,163,21,425,48.59,13523,314.43,434,0.42,253,12,0.24,162.4,26.44,25.45,164.94,41490,0
1971,6,15,23896,930,3840,1960813,7493926,5533113,134,35,107,30.39,35055,196.28,292,0.07,2768,17,0.32,358.42,89.56,47.04,247.54,49243,0
1972,9,15,10095,12,2968,2952639,5718442,2765803,22,20,458,17.03,31362,542.85,21,0.95,890,5,0.24,88.11,29.77,45.08,302.13,23797,0
1973,39,6,14923,984,2330,4019760,7880874,3861114,175,63,168,28.61,34162,313.04,279,0.96,3454,17,0.49,460.52,51.07,12.59,124.37,41801,0
1974,31,9,27784,488,1432,4304772,6384554,2079782,141,45,383,1.14,19054,566.24,205,0.56,2890,6,0.22,41.25,72.5,4.59,213.06,14304,0
1975,32,7,31881,533,1550,4829727,7542073,2712346,23,24,33,46.04,25290,124.29,490,0.94,3183,18,0.27,107.49,45.47,29.58,409.98,31040,0
1976,41,14,23535,639,4535,2648342,9072692,6424350,172,16,508,39.45,37379,807.83,34,0.26,3917,11,0.94,13.07,27.43,48.09,326.26,25119,0
1977,12,11,24585,285,532,1370029,5972878,4602849,9,47,495,9.16,21555,952.08,356,0.79,2012,13,0.21,495.88,45.95,6.48,128.69,49223,0
1978,8,5,28360,947,3017,2522431,5466405,2943974,106,21,428,30.86,20332,647.93,197,0.95,3526,19,0.78,414.96,29.06,43.21,477.99,859,0
1979,8,15,13629,633,2508,3048283,6686724,3638441,59,9,338,2.01,38039,185.64,100,0.4,3630,2,0.44,339.39,22.76,3.47,129.8,14600,0
1980,28,9,24409,636,2099,908422,8195240,7286818,117,49,50,11.59,4364,761.62,287,0.3,629,13,0.27,493.34,96.72,13.1,177.85,40434,1
1981,20,6,23522,919,1748,3712419,7650109,3937690,101,28,117,9.33,15030,884.45,268,0.69,3862,3,0.26,8.52,79.0,7.51,147.11,2234,1
1982,47,6,7898,545,4199,3923079,9035259,5112180,30,42,286,8.65,38947,398.15,494,0.47,2089,1,0.2,419.01,20.27,49.65,40.23,32533,0
1983,7,11,3643,392,2543,1723328,8507626,6784298,84,37,322,28.05,10296,538.08,234,0.38,11,5,0.44,342.48,15.12,38.53,344.34,7001,0
1984,11,4,24030,170,2574,2805513,8079926,5274413,44,24,402,48.26,22767,110.5,412,0.78,1769,19,0.33,80.04,59.21,27.5,43.17,30705,0
1985,20,13,20626,77,2774,4950272,7114163,2163891,177,46,292,7.39,25736,570.3,432,0.24,1337,19,0.46,398.46,75.45,30.47,471.64,23502,0
1986,16,12,19562,965,508,2185872,7116803,4930931,16,32,460,43.77,11496,95.1,284,0.69,4887,8,0.53,388.84,48.0,20.13,93.9,36618,0
1987,4,1,17445,297,2428,496510,6871534,6375024,121,51,274,5.03,12396,384.49,263,0.39,298,14,0.01,149.33,59.01,3.62,471.31,33344,0
1988,6,5,21637,330,2756,351684,8653585,8301901,74,46,452,5.06,28956,314.38,162,0.26,2093,17,0.8,238.07,80.35,13.94,103.44,4959,1
1989,22,11,29070,63,494,1789549,8934180,7144631,84,42,50,31.78,2379,223.79,214,0.93,3806,4,0.74,17.63,81.98,11.0,83.19,40973,1
1990,26,9,18140,270,674,3923494,7829795,3906301,181,13,449,29.15,14305,860.37,122,0.25,2884,16,0.31,3.52,83.85,48.34,13.24,19534,0
1991,3,13,12590,216,3464,185105,9706617,9521512,130,10,23,17.87,17331,623.27,307,0.39,1231,5,0.37,131.57,91.48,19.94,137.72,18906,0
1992,41,8,20908,190,637,1838235,8189610,6351375,67,43,447,27.14,14903,694.16,372,0.62,295,13,0.97,153.04,59.58,41.37,366.51,2346,0
1993,42,8,27637,75,1694,3292771,9743896,6451125,42,55,274,37.99,30440,517.71,88,0.06,1445,8,0.75,427.69,99.3,41.48,369.87,1382,0
1994,14,5,28292,686,741,2987290,6953024,3965734,192,54,325,38.89,2777,760.11,206,0.1,1458,13,0.13,231.05,57.09,15.32,10.01,47399,0
1995,11,12,25933,510,4297,1815202,6358462,4543260,136,8,474,1.59,7950,401.61,80,0.63,2901,11,0.08,470.75,61.91,28.42,77.4,45383,0
1996,18,9,23092,579,1254,1106683,7834905,6728222,73,41,383,4.83,20916,469.31,11,0.59,3139,19,0.96,328.93,40.3,32.41,42.23,10497,0
1997,12,3,21441,93,2184,1497142,6634988,5137846,92,8,401,1.17,10009,129.05,478,0.6,3343,14,0.72,312.47,50.95,5.78,132.84,27407,0
1998,23,3,6717,53,3884,3893571,5164445,1270874,149,33,432,1.77,24481,353.69,294,0.59,157,1,0.91,161.74,30.28,16.34,139.11,26671,0
1999,12,1,24086,496,2784,802904,8141106,7338202,115,25,215,42.14,3329,150.27,170,0.83,1636,6,0.43,116.26,90.04,1.19,151.16,8778,1
2000,13,9,25131,948,3088,3321110,7751365,4430255,97,43,155,5.09,32106,507.56,135,0.33,4434,1,0.44,231.51,47.98,40.9,375.97,28100,0
2001,25,6,32051,94,4801,3586127,8237082,4650955,188,13,34,35.84,238,941.8,302,0.18,3313,15,0.0,374.32,73.12,47.45,103.74,2655,0
2002,45,2,14381,625,1149,4381228,9232755,4851527,34,18,417,49.02,8491,820.48,45,0.9,4432,11,0.99,183.92,69.98,36.37,158.3,9488,0
2003,19,8,1170,229,4669,3290844,7301164,4010320,132,51,449,41.22,14035,465.38,131,0.56,219,6,0.76,418.85,57.28,41.02,172.99,7110,0
2004,46,12,29911,250,3127,2467383,5545042,3077659,117,47,100,4.25,9404,335.67,335,0.79,3595,10,0.32,350.82,92.17,21.9,53.71,38364,0
2005,36,9,23891,391,2450,4801028,5124779,323751,62,37,37,44.8,15901,362.95,185,0.19,1130,5,0.51,78.96,72.46,17.73,482.25,3252,0
2006,45,9,14894,721,4128,463891,5102047,4638156,96,21,250,47.95,11199,499.02,369,0.46,3195,19,0.3,171.12,61.9,46.09,13.68,6298,0
2007,8,2,12634,980,3212,803776,8019503,7215727,76,17,301,35.61,23185,280.68,158,0.12,2516,18,0.09,23.97,93.2,8.09,480.65,46524,1
2008,29,2,11571,182,3208,2788023,9958424,7170401,2,38,353,31.2,19956,371.23,251,0.1,3848,15,0.58,194.51,93.23,21.95,66.34,23686,0
2009,32,13,13847,267,4550,1191989,6932684,5740695,127,62,405,30.49,29040,517.67,255,0.45,4288,8,0.55,241.83,43.5,4.03,171.81,48855,0
2010,44,7,22672,281,4882,3225234,6284049,3058815,178,43,144,41.19,16819,849.01,97,0.6,4277,2,0.49,415.56,60.75,39.53,274.1,48317,0
2011,18,11,31320,955,2054,566682,6904597,6337915,112,22,408,28.12,687,140.6,229,0.93,2755,3,1.0,205.22,83.99,16.23,495.89,31650,0
2012,6,4,22189,984,717,3065114,5459461,2394347,117,37,67,17.36,6868,434.54,308,0.05,3738,6,0.9,310.0,77.78,31.76,350.53,14824,0
2013,18,13,28735,962,442,4976502,5757063,780561,26,55,479,48.55,33674,230.88,485,0.37,4130,18,0.62,179.79,55.78,40.53,298.74,36007,0
2014,19,1,30326,667,482,2127781,6885269,4757488,85,21,44,3.37,14710,655.18,209,0.74,4759,7,0.31,343.51,93.89,11.74,231.01,22005,1
2015,22,8,27870,83,57,4424697,7788872,3364175,108,54,333,33.6,13980,592.17,310,0.3,4390,16,0.15,87.02,46.45,48.13,446.63,996,0
2016,37,2,18587,186,1924,663322,5930294,5266972,165,30,44,29.7,13458,598.4,304,0.75,1319,3,0.84,109.54,10.77,33.21,274.47,49120,0
2017,32,14,10929,861,1115,3911647,7808305,3896658,55,24,148,32.32,19378,556.12,340,0.95,740,2,0.16,429.71,94.64,34.91,96.34,9869,0
2018,41,3,11770,997,3190,2647597,8409362,5761765,100,34,226,32.47,19715,746.9,161,0.59,4328,11,0.06,178.43,17.97,46.46,137.15,40518,0
2019,3,5,31039,651,1900,249140,9846961,9597821,18,51,37,7.05,11876,196.36,91,0.25,632,3,0.71,125.43,83.69,33.31,328.37,39246,0
2020,28,14,10651,567,367,4190541,8829514,4638973,24,20,192,7.54,26418,226.51,485,0.6,4582,10,0.25,6.38,82.63,19.86,223.5,36410,0
2021,10,3,10069,531,577,1072531,5118888,4046357,30,21,134,4.3,823,723.45,148,0.3,1670,2,0.9,358.84,59.21,23.12,464.74,17115,0
2022,35,7,8247,348,489,2814683,8668201,5853518,17,33,151,46.98,4866,175.19,98,0.17,4558,19,0.89,234.27,99.01,37.49,212.67,6651,0
2023,29,7,20026,423,876,1368780,5427264,4058484,42,50,386,30.89,27639,740.63,479,0.79,4882,1,0.57,87.16,58.35,0.0,358.76,16676,0
2024,15,14,23940,981,3270,3334375,7275802,3941427,81,18,97,4.78,20370,206.2,261,0.66,895,6,0.74,437.54,60.68,41.1,450.11,7920,0
2025,33,2,21429,858,4069,4787935,5360058,572123,108,45,379,22.25,27223,992.0,210,0.85,1572,5,0.12,399.31,25.49,23.85,92.17,29811,0
2026,7,13,22443,982,1038,4254830,5162795,907965,140,8,511,18.61,8621,92.87,211,0.87,3544,4,0.61,138.86,21.06,23.2,270.22,29879,0
2027,12,13,29609,454,3367,1203427,7618539,6415112,27,31,477,8.26,16988,787.6,128,0.36,4887,7,0.5,111.66,42.27,18.8,274.62,23360,0
2028,49,7,17863,267,1823,2246850,8862374,6615524,183,27,83,41.28,3142,270.36,230,0.11,4919,3,0.25,208.73,82.37,22.23,95.88,43979,0
2029,30,11,18300,507,3738,3267073,6090410,2823337,4,15,55,39.0,18913,357.45,401,0.47,847,14,0.9,182.77,54.25,25.1,398.78,1473,0
2030,21,6,25573,142,3536,4230339,9857719,5627380,163,15,106,23.74,18624,916.22,471,0.35,376,16,0.88,78.97,84.34,24.51,23.66,10488,0
2031,31,10,10459,316,4813,2891864,5916673,3024809,193,37,167,26.6,1056,341.27,363,0.63,508,6,0.82,490.61,35.01,26.17,190.77,2767,0
2032,24,9,16056,676,1060,944229,6990767,6046538,76,25,237,22.39,11877,408.18,367,0.84,4441,18,0.87,167.53,28.35,4.75,158.59,43053,0
2033,20,13,20526,764,136,2187728,8841917,6654189,157,61,91,28.0,3450,223.09,2,0.61,2130,18,0.93,265.33,41.2,7.37,157.15,877,0
2034,37,9,15307,232,3616,2731389,9823354,7091965,72,20,250,36.9,25525,123.32,364,0.01,4213,11,0.56,371.55,85.39,8.71,13.33,9960,1
2035,4,2,19864,297,2388,2406321,8743945,6337624,76,53,156,43.92,16164,152.59,408,0.6,2905,15,0.52,463.9,73.38,27.56,433.38,18232,0
2036,28,7,24165,898,1662,2098907,7355817,5256910,164,54,503,30.02,29166,613.98,179,0.13,540,14,0.95,74.98,73.25,40.34,130.75,45182,0
2037,44,5,2091,953,17,1278844,8844701,7565857,34,43,449,7.16,2504,94.47,249,0.32,641,14,0.89,71.24,68.34,23.43,317.86,10913,0
2038,20,13,32270,875,4718,3336306,9449250,6112944,36,26,444,38.83,36955,264.4,380,0.24,2129,19,0.59,303.41,34.19,36.78,311.73,47347,0
